tf	orf1	orf2	seg1_len	seg2_len	len_diff	perc_change	len_frameshift	len_pblock	perc_frameshift	clustal_score1	clustal_score2
POU2F1	POU2F1-204	POU2F1-208	103	13	90	12.6213592233	0	116	0.0	23	-17
BPTF	BPTF-219	BPTF-203	2190	35	2155	1.59817351598	35	2190	1.59817351598	14	8
BPTF	BPTF-219	BPTF-207	2965	2	2963	0.0674536256324	2	2965	0.0674536256324	100	-1
BPTF	BPTF-219	BPTF-210	2965	6	2959	0.202360876897	6	2965	0.202360876897	33	-4
BPTF	BPTF-219	BPTF-213	2965	108	2857	3.64249578415	108	2965	3.64249578415	19	70
BPTF	BPTF-219	BPTF-214	2965	2	2963	0.0674536256324	2	2965	0.0674536256324	100	-9
BPTF	BPTF-219	BPTF-216	2965	45	2920	1.51770657673	45	2965	1.51770657673	6	21
BPTF	BPTF-219	BPTF-217	2965	9	2956	0.303541315346	9	2965	0.303541315346	33	1
CREBZF	CREBZF-204	CREBZF-209	354	67	287	18.9265536723	0	421	0.0	10	21
SOX30	SOX30-201	SOX30-202	291	39	252	13.4020618557	38	292	13.0136986301	10	-26
SOX30	SOX30-201	SOX30-203	322	17	305	5.27950310559	0	339	0.0	23	-2
VSX1	VSX1-202	VSX1-201	156	30	126	19.2307692308	0	186	0.0	20	-8
VSX1	VSX1-202	VSX1-205	96	32	64	33.3333333333	0	128	0.0	18	-26
VSX1	VSX1-202	VSX1-206	156	27	129	17.3076923077	0	183	0.0	14	-17
AHRR	AHRR-208	AHRR-202	139	557	-418	400.71942446	0	696	0.0	7	43
AHRR	AHRR-208	AHRR-204	58	76	-18	131.034482759	0	134	0.0	5	-11
AHRR	AHRR-208	AHRR-206	139	215	-76	154.676258993	0	354	0.0	7	-15
AHRR	AHRR-208	AHRR-207	139	12	127	8.63309352518	0	151	0.0	16	-11
AHRR	AHRR-208	AHRR-209	58	11	47	18.9655172414	11	58	18.9655172414	18	-6
NR2C2	NR2C2-206	NR2C2-205	411	6	405	1.4598540146	0	417	0.0	50	-4
NR2C2	NR2C2-206	NR2C2-205	57	39	18	68.4210526316	0	96	0.0	2	-40
NR2C2	NR2C2-206	NR2C2-207	572	12	560	2.0979020979	0	584	0.0	25	-5
NR2C2	NR2C2-206	NR2C2-208	411	1	410	0.243309002433	0	412	0.0	0	-16
NR2C2	NR2C2-206	NR2C2-209	57	69	-12	121.052631579	0	126	0.0	14	-22
NR2C1	NR2C1-202	NR2C1-201	139	19	120	13.6690647482	0	158	0.0	10	-9
NR2C1	NR2C1-202	NR2C1-203	139	3	136	2.15827338129	0	142	0.0	33	-12
NR2C1	NR2C1-202	NR2C1-214	603	8	595	1.32669983416	8	603	1.32669983416	25	-8
NR2C1	NR2C1-202	NR2C1-219	185	16	169	8.64864864865	16	185	8.64864864865	18	3
PATZ1	PATZ1-202	PATZ1-201	242	92	150	38.0165289256	0	334	0.0	8	27
PATZ1	PATZ1-202	PATZ1-204	185	35	150	18.9189189189	35	185	18.9189189189	11	-11
TCF7L2	TCF7L2-210	TCF7L2-203	161	1	160	0.621118012422	0	162	0.0	100	-14
TCF7L2	TCF7L2-210	TCF7L2-204	139	2	137	1.43884892086	0	140	0.0	100	-1
TCF7L2	TCF7L2-210	TCF7L2-205	180	26	154	14.4444444444	25	181	13.8121546961	15	-4
TCF7L2	TCF7L2-210	TCF7L2-207	138	13	125	9.42028985507	0	151	0.0	15	-13
TCF7L2	TCF7L2-210	TCF7L2-208	161	1	160	0.621118012422	0	162	0.0	100	-14
TCF7L2	TCF7L2-210	TCF7L2-209	139	2	137	1.43884892086	0	140	0.0	100	-1
TCF7L2	TCF7L2-210	TCF7L2-211	180	26	154	14.4444444444	25	181	13.8121546961	15	-4
TCF7L2	TCF7L2-210	TCF7L2-214	180	35	145	19.4444444444	35	180	19.4444444444	14	-8
TCF7L2	TCF7L2-210	TCF7L2-216	180	26	154	14.4444444444	25	181	13.8121546961	15	-4
TCF7L2	TCF7L2-210	TCF7L2-218	163	26	137	15.9509202454	25	164	15.243902439	15	-4
TCF7L2	TCF7L2-210	TCF7L2-219	25	25	0	100.0	0	50	0.0	68	125
TCF7L2	TCF7L2-210	TCF7L2-220	42	25	17	59.5238095238	0	67	0.0	68	115
TCF7L2	TCF7L2-210	TCF7L2-221	138	13	125	9.42028985507	0	151	0.0	15	-13
TCF7L2	TCF7L2-210	TCF7L2-222	42	25	17	59.5238095238	0	67	0.0	68	115
TCF7L2	TCF7L2-210	TCF7L2-223	42	25	17	59.5238095238	0	67	0.0	68	115
TCF7L2	TCF7L2-210	TCF7L2-230	161	41	120	25.4658385093	0	202	0.0	12	1
RUNX2	RUNX2-204	RUNX2-201	19	5	14	26.3157894737	0	24	0.0	20	-30
RUNX2	RUNX2-204	RUNX2-210	181	202	-21	111.602209945	0	383	0.0	14	10
RUNX2	RUNX2-204	RUNX2-211	19	5	14	26.3157894737	0	24	0.0	20	-30
RUNX3	RUNX3-201	RUNX3-202	5	19	-14	380.0	0	24	0.0	20	-22
RUNX1	RUNX1-201	RUNX1-202	32	5	27	15.625	0	37	0.0	40	-8
RUNX1	RUNX1-201	RUNX1-203	32	5	27	15.625	0	37	0.0	40	-8
RUNX1	RUNX1-201	RUNX1-203	212	9	203	4.24528301887	0	221	0.0	22	-1
RUNX1	RUNX1-201	RUNX1-204	32	20	12	62.5	0	52	0.0	10	2
RUNX1	RUNX1-201	RUNX1-205	32	5	27	15.625	0	37	0.0	40	-8
ZBTB20	ZBTB20-201	ZBTB20-216	668	19	649	2.84431137725	0	687	0.0	21	0
ZBTB25	ZBTB25-204	ZBTB25-202	378	29	349	7.67195767196	0	406	0.0	17	2
ZBTB25	ZBTB25-204	ZBTB25-203	63	9	54	14.2857142857	0	72	0.0	22	-16
ZNF75A	ZNF75A-205	ZNF75A-209	296	153	143	51.6891891892	0	449	0.0	5	42
CC2D1A	CC2D1A-201	CC2D1A-204	951	45	906	4.73186119874	43	953	4.51206715635	31	31
MEIS2	MEIS2-222	MEIS2-204	89	1	88	1.12359550562	1	89	1.12359550562	100	-14
MEIS2	MEIS2-222	MEIS2-204	95	19	76	20.0	0	114	0.0	26	7
MEIS2	MEIS2-222	MEIS2-206	95	19	76	20.0	0	114	0.0	26	7
MEIS2	MEIS2-222	MEIS2-207	95	19	76	20.0	0	114	0.0	26	7
MEIS2	MEIS2-222	MEIS2-209	89	1	88	1.12359550562	1	89	1.12359550562	100	-14
MEIS2	MEIS2-222	MEIS2-211	95	19	76	20.0	0	114	0.0	26	7
MEIS2	MEIS2-222	MEIS2-215	95	19	76	20.0	0	114	0.0	26	7
MEIS2	MEIS2-222	MEIS2-226	226	38	188	16.814159292	0	264	0.0	10	-21
MEIS2	MEIS2-222	MEIS2-227	146	5	141	3.42465753425	0	151	0.0	20	-25
MEIS2	MEIS2-222	MEIS2-227	95	1	94	1.05263157895	0	96	0.0	100	-31
MEIS1	MEIS1-201	MEIS1-202	4	2	2	50.0	0	6	0.0	50	2
MEIS1	MEIS1-201	MEIS1-202	19	94	-75	494.736842105	0	113	0.0	21	2
MEIS1	MEIS1-201	MEIS1-205	390	18	372	4.61538461538	0	408	0.0	33	18
MEIS1	MEIS1-201	MEIS1-209	19	7	12	36.8421052632	0	26	0.0	14	-9
MEIS1	MEIS1-201	MEIS1-212	80	15	65	18.75	0	95	0.0	6	7
MEIS1	MEIS1-201	MEIS1-216	49	29	20	59.1836734694	0	78	0.0	10	-10
MIER1	MIER1-201	MIER1-202	102	23	79	22.5490196078	0	125	0.0	8	0
MIER1	MIER1-201	MIER1-203	3	20	-17	666.666666667	0	23	0.0	0	-18
MIER1	MIER1-201	MIER1-204	3	20	-17	666.666666667	0	23	0.0	0	-18
MIER1	MIER1-201	MIER1-204	452	4	448	0.884955752212	0	456	0.0	50	-19
MIER1	MIER1-201	MIER1-205	3	56	-53	1866.66666667	0	59	0.0	66	-7
MIER1	MIER1-201	MIER1-205	102	23	79	22.5490196078	0	125	0.0	8	0
MIER1	MIER1-201	MIER1-206	3	20	-17	666.666666667	0	23	0.0	0	-18
MIER1	MIER1-201	MIER1-206	102	23	79	22.5490196078	0	125	0.0	8	0
MIER1	MIER1-201	MIER1-207	3	20	-17	666.666666667	0	23	0.0	0	-18
MIER1	MIER1-201	MIER1-207	82	23	59	28.0487804878	0	105	0.0	8	-16
MIER1	MIER1-201	MIER1-208	3	56	-53	1866.66666667	0	59	0.0	66	-7
MIER1	MIER1-201	MIER1-209	102	23	79	22.5490196078	0	125	0.0	8	0
MIER2	MIER2-201	MIER2-205	545	76	469	13.9449541284	76	545	13.9449541284	17	46
MIER3	MIER3-203	MIER3-206	12	11	1	91.6666666667	0	22	0.0	18	-13
ESR2	ESR2-202	ESR2-206	62	6	56	9.67741935484	0	67	0.0	33	-13
ESR2	ESR2-202	ESR2-208	62	27	35	43.5483870968	0	88	0.0	11	-24
ESR2	ESR2-202	ESR2-209	62	13	49	20.9677419355	0	74	0.0	15	-7
ESR2	ESR2-202	ESR2-212	61	44	17	72.131147541	0	105	0.0	13	17
ESR2	ESR2-202	ESR2-213	62	4	58	6.45161290323	0	65	0.0	25	-13
CUX1	CUX1-201	CUX1-202	10	21	-11	210.0	0	31	0.0	20	0
CUX1	CUX1-201	CUX1-202	1098	260	838	23.679417122	0	1358	0.0	9	90
CUX1	CUX1-201	CUX1-203	10	21	-11	210.0	0	31	0.0	20	0
CUX1	CUX1-201	CUX1-204	47	21	26	44.6808510638	0	68	0.0	4	-16
CUX1	CUX1-201	CUX1-204	1098	260	838	23.679417122	0	1358	0.0	9	90
CUX1	CUX1-201	CUX1-205	10	21	-11	210.0	0	31	0.0	20	0
CUX1	CUX1-201	CUX1-205	1098	260	838	23.679417122	0	1358	0.0	9	90
CUX1	CUX1-201	CUX1-206	10	21	-11	210.0	0	31	0.0	20	0
CUX1	CUX1-201	CUX1-206	1098	260	838	23.679417122	0	1358	0.0	9	90
CUX1	CUX1-201	CUX1-207	1505	4	1501	0.265780730897	4	1505	0.265780730897	75	-2
CUX1	CUX1-201	CUX1-212	10	21	-11	210.0	0	31	0.0	20	0
CUX1	CUX1-201	CUX1-212	1098	260	838	23.679417122	0	1358	0.0	9	90
CUX1	CUX1-201	CUX1-222	10	21	-11	210.0	0	31	0.0	20	0
CUX1	CUX1-201	CUX1-223	10	21	-11	210.0	0	31	0.0	20	0
CUX2	CUX2-201	CUX2-202	21	81	-60	385.714285714	0	102	0.0	14	0
PHF1	PHF1-202	PHF1-201	218	108	110	49.5412844037	106	219	48.401826484	16	70
YY1	YY1-201	YY1-202	414	57	357	13.768115942	57	414	13.768115942	22	43
YY1	YY1-201	YY1-205	414	83	331	20.0483091787	83	414	20.0483091787	9	29
ZNF35	ZNF35-202	ZNF35-206	463	39	424	8.42332613391	39	463	8.42332613391	10	-33
TBX5	TBX5-201	TBX5-204	191	22	169	11.5183246073	0	213	0.0	13	11
ZNF534	ZNF534-202	ZNF534-201	571	103	468	18.0385288967	0	674	0.0	5	2
ZNF534	ZNF534-202	ZNF534-203	627	103	524	16.4274322169	0	730	0.0	5	0
ZNF536	ZNF536-201	ZNF536-205	2	81	-79	4050.0	0	83	0.0	100	-8
ZNF530	ZNF530-201	ZNF530-203	546	8	538	1.4652014652	0	554	0.0	12	-5
ZHX3	ZHX3-214	ZHX3-204	956	23	933	2.40585774059	23	956	2.40585774059	21	3
ZHX3	ZHX3-214	ZHX3-211	78	91	-13	116.666666667	3	166	1.80722891566	6	-9
ZHX3	ZHX3-214	ZHX3-212	732	91	641	12.4316939891	3	820	0.365853658537	23	94
ZHX3	ZHX3-214	ZHX3-216	78	89	-11	114.102564103	1	166	0.602409638554	6	-9
ZNF248	ZNF248-203	ZNF248-202	469	9	460	1.91897654584	0	478	0.0	11	-12
ZNF248	ZNF248-203	ZNF248-209	469	12	457	2.55863539446	0	481	0.0	25	-4
ZNF248	ZNF248-203	ZNF248-210	469	1	468	0.213219616205	0	470	0.0	100	-10
ATRX	ATRX-201	ATRX-203	637	16	621	2.51177394035	0	653	0.0	18	-3
ATRX	ATRX-201	ATRX-207	1222	61	1161	4.99181669394	0	1283	0.0	19	34
ATRX	ATRX-201	ATRX-219	2492	4	2488	0.16051364366	4	2492	0.16051364366	75	1
PAWR	PAWR-201	PAWR-210	340	70	270	20.5882352941	70	340	20.5882352941	21	62
ZMAT1	ZMAT1-201	ZMAT1-207	40	97	-57	242.5	0	137	0.0	30	22
PREB	PREB-201	PREB-204	417	55	362	13.1894484412	55	417	13.1894484412	14	10
PREB	PREB-201	PREB-207	417	43	374	10.3117505995	43	417	10.3117505995	6	-1
ZNF404	ZNF404-202	ZNF404-201	3	2	1	66.6666666667	0	5	0.0	0	-1
ZNF407	ZNF407-201	ZNF407-203	439	6	433	1.36674259681	0	445	0.0	33	-3
ZNF407	ZNF407-201	ZNF407-205	2248	14	2234	0.622775800712	14	2248	0.622775800712	21	-10
ZNF407	ZNF407-201	ZNF407-207	622	34	588	5.46623794212	0	656	0.0	17	-21
ZNF407	ZNF407-201	ZNF407-208	499	6	493	1.20240480962	0	504	0.0	33	-14
C11orf95	C11orf95-202	C11orf95-201	678	113	565	16.6666666667	113	678	16.6666666667	24	136
C11orf95	C11orf95-202	C11orf95-203	678	23	655	3.39233038348	23	678	3.39233038348	34	33
C11orf95	C11orf95-202	C11orf95-204	632	1	631	0.158227848101	0	633	0.0	100	-13
NPAS4	NPAS4-201	NPAS4-204	569	1	568	0.175746924429	0	570	0.0	0	-23
NPAS3	NPAS3-201	NPAS3-204	747	29	718	3.88219544846	0	776	0.0	20	1
NPAS3	NPAS3-201	NPAS3-205	689	13	676	1.88679245283	0	702	0.0	30	4
NPAS3	NPAS3-201	NPAS3-209	689	13	676	1.88679245283	0	702	0.0	30	4
NPAS3	NPAS3-201	NPAS3-210	17	54	-37	317.647058824	0	71	0.0	17	-5
NPAS3	NPAS3-201	NPAS3-211	17	24	-7	141.176470588	0	41	0.0	17	-10
NPAS3	NPAS3-201	NPAS3-213	901	13	888	1.44284128746	13	901	1.44284128746	30	-4
NPAS2	NPAS2-201	NPAS2-203	824	59	765	7.16019417476	59	824	7.16019417476	16	47
NPAS2	NPAS2-201	NPAS2-204	824	6	818	0.728155339806	6	824	0.728155339806	33	-8
NPAS2	NPAS2-201	NPAS2-205	281	60	221	21.3523131673	60	281	21.3523131673	26	75
NPAS1	NPAS1-202	NPAS1-201	234	54	180	23.0769230769	54	234	23.0769230769	14	36
NPAS1	NPAS1-202	NPAS1-204	234	34	200	14.5299145299	34	234	14.5299145299	11	11
ZNF365	ZNF365-201	ZNF365-202	99	25	74	25.2525252525	0	124	0.0	12	-9
ZNF365	ZNF365-201	ZNF365-203	99	154	-55	155.555555556	0	253	0.0	7	-36
OSR2	OSR2-201	OSR2-202	60	24	36	40.0	24	60	40.0	12	-20
OSR2	OSR2-201	OSR2-210	60	36	24	60.0	0	96	0.0	8	-9
PRDM9	PRDM9-201	PRDM9-203	64	5	59	7.8125	0	69	0.0	40	1
PURG	PURG-202	PURG-201	59	34	25	57.6271186441	0	93	0.0	17	4
ATF6B	ATF6B-210	ATF6B-211	165	89	76	53.9393939394	81	173	46.8208092486	4	-15
BCL3	BCL3-201	BCL3-203	454	6	448	1.32158590308	6	454	1.32158590308	33	-1
CDX1	CDX1-201	CDX1-202	119	8	111	6.72268907563	8	119	6.72268907563	12	-22
NKX2-3	NKX2-3-201	NKX2-3-202	94	26	68	27.6595744681	26	94	27.6595744681	30	18
NKX2-1	NKX2-1-202	NKX2-1-205	371	34	337	9.16442048518	0	405	0.0	32	24
NKX2-5	NKX2-5-201	NKX2-5-202	213	1	212	0.469483568075	0	214	0.0	100	-32
NKX2-5	NKX2-5-201	NKX2-5-203	213	31	182	14.5539906103	0	244	0.0	9	-14
NKX2-5	NKX2-5-201	NKX2-5-204	213	40	173	18.779342723	0	253	0.0	17	40
MYC	MYC-206	MYC-201	187	5	182	2.67379679144	5	187	2.67379679144	40	-1
MYC	MYC-206	MYC-208	454	188	266	41.40969163	5	637	0.784929356358	15	51
MYC	MYC-206	MYC-209	454	114	340	25.1101321586	0	568	0.0	15	23
MYB	MYB-205	MYB-206	324	7	317	2.16049382716	0	331	0.0	28	-9
MYB	MYB-205	MYB-207	324	7	317	2.16049382716	0	331	0.0	28	-9
MYB	MYB-205	MYB-221	38	9	29	23.6842105263	0	47	0.0	33	4
MYB	MYB-205	MYB-239	16	121	-105	756.25	0	137	0.0	25	-3
MYB	MYB-205	MYB-241	74	94	-20	127.027027027	7	161	4.34782608696	6	-41
MYB	MYB-205	MYB-242	38	10	28	26.3157894737	0	48	0.0	10	-10
FLI1	FLI1-205	FLI1-201	77	11	66	14.2857142857	0	88	0.0	18	-5
FLI1	FLI1-205	FLI1-202	197	4	193	2.03045685279	3	197	1.52284263959	25	-18
SNAPC2	SNAPC2-201	SNAPC2-204	334	53	281	15.8682634731	53	334	15.8682634731	24	47
SNAPC5	SNAPC5-202	SNAPC5-207	68	37	31	54.4117647059	0	105	0.0	8	-27
NFAT5	NFAT5-202	NFAT5-207	1531	30	1501	1.95950359242	30	1531	1.95950359242	20	-5
PCGF2	PCGF2-202	PCGF2-201	344	17	327	4.94186046512	17	344	4.94186046512	29	20
PCGF2	PCGF2-202	PCGF2-203	202	115	87	56.9306930693	114	203	56.157635468	7	35
PCGF2	PCGF2-202	PCGF2-205	202	115	87	56.9306930693	114	203	56.157635468	7	35
ZFP14	ZFP14-201	ZFP14-202	455	2	453	0.43956043956	0	457	0.0	100	-7
L3MBTL1	L3MBTL1-229	L3MBTL1-202	120	30	90	25.0	0	150	0.0	13	-1
L3MBTL1	L3MBTL1-229	L3MBTL1-202	44	51	-7	115.909090909	0	95	0.0	2	-21
L3MBTL1	L3MBTL1-229	L3MBTL1-203	120	30	90	25.0	0	150	0.0	13	-1
L3MBTL1	L3MBTL1-229	L3MBTL1-203	44	85	-41	193.181818182	0	129	0.0	13	-2
L3MBTL1	L3MBTL1-229	L3MBTL1-204	44	85	-41	193.181818182	0	129	0.0	13	-2
L3MBTL1	L3MBTL1-229	L3MBTL1-205	120	30	90	25.0	0	150	0.0	13	-1
L3MBTL1	L3MBTL1-229	L3MBTL1-206	44	85	-41	193.181818182	0	129	0.0	13	-2
L3MBTL1	L3MBTL1-229	L3MBTL1-226	44	51	-7	115.909090909	0	95	0.0	2	-21
L3MBTL1	L3MBTL1-229	L3MBTL1-231	821	17	804	2.0706455542	17	821	2.0706455542	29	19
SOHLH1	SOHLH1-201	SOHLH1-202	13	72	-59	553.846153846	0	85	0.0	30	9
SOHLH2	SOHLH2-202	SOHLH2-201	211	11	200	5.21327014218	0	222	0.0	18	3
ZBTB37	ZBTB37-201	ZBTB37-202	162	20	142	12.3456790123	0	182	0.0	10	-9
NR4A1	NR4A1-201	NR4A1-209	306	33	273	10.7843137255	0	339	0.0	27	13
NR4A1	NR4A1-201	NR4A1-216	598	120	478	20.0668896321	120	598	20.0668896321	12	78
NR4A1	NR4A1-201	NR4A1-217	490	40	450	8.16326530612	40	490	8.16326530612	15	0
NR4A1	NR4A1-201	NR4A1-218	598	78	520	13.0434782609	0	676	0.0	12	15
TBPL1	TBPL1-201	TBPL1-203	26	3	23	11.5384615385	0	29	0.0	66	2
HOPX	HOPX-201	HOPX-204	25	46	-21	184.0	3	68	4.41176470588	12	22
HOPX	HOPX-201	HOPX-211	25	46	-21	184.0	3	68	4.41176470588	12	22
ZNF747	ZNF747-203	ZNF747-201	254	115	139	45.2755905512	67	302	22.1854304636	19	61
ZNF747	ZNF747-203	ZNF747-202	254	114	140	44.8818897638	67	301	22.2591362126	20	53
ZNF746	ZNF746-205	ZNF746-203	471	14	457	2.97239915074	0	485	0.0	14	-9
FOXK1	FOXK1-201	FOXK1-202	733	108	625	14.7339699864	107	734	14.5776566757	25	89
PHF21A	PHF21A-201	PHF21A-202	8	55	-47	687.5	0	63	0.0	12	-11
PHF21A	PHF21A-201	PHF21A-205	634	14	620	2.20820189274	14	634	2.20820189274	21	0
PHF21A	PHF21A-201	PHF21A-217	489	10	479	2.04498977505	0	499	0.0	30	4
ZNF521	ZNF521-201	ZNF521-206	1311	22	1289	1.67810831426	22	1311	1.67810831426	36	25
TRPS1	TRPS1-203	TRPS1-206	12	3	9	25.0	0	15	0.0	33	-18
TRPS1	TRPS1-203	TRPS1-207	1294	10	1284	0.772797527048	0	1304	0.0	30	9
TRPS1	TRPS1-203	TRPS1-209	394	15	379	3.80710659898	0	409	0.0	20	1
TRPS1	TRPS1-203	TRPS1-211	12	3	9	25.0	0	15	0.0	33	-18
ZNF527	ZNF527-202	ZNF527-203	524	39	485	7.4427480916	0	563	0.0	20	2
ZNF527	ZNF527-202	ZNF527-204	524	61	463	11.641221374	0	585	0.0	21	28
ZNF525	ZNF525-202	ZNF525-203	432	3	429	0.694444444444	0	435	0.0	66	-10
ZNF525	ZNF525-202	ZNF525-204	432	72	360	16.6666666667	0	504	0.0	6	-11
ZNF525	ZNF525-202	ZNF525-206	432	5	427	1.15740740741	0	437	0.0	60	0
ZNF529	ZNF529-209	ZNF529-202	563	71	492	12.6110124334	69	565	12.2123893805	8	33
ZNF529	ZNF529-209	ZNF529-208	174	26	148	14.9425287356	0	200	0.0	15	1
ZNF528	ZNF528-201	ZNF528-203	538	43	495	7.99256505576	0	581	0.0	13	-9
ZNF528	ZNF528-201	ZNF528-205	628	10	618	1.5923566879	10	628	1.5923566879	20	-12
ZNF528	ZNF528-201	ZNF528-210	538	16	522	2.97397769517	0	554	0.0	25	4
ZNF528	ZNF528-201	ZNF528-211	538	1	537	0.185873605948	0	539	0.0	0	-32
JRK	JRK-210	JRK-203	41	29	12	70.7317073171	0	70	0.0	6	-3
ZNF251	ZNF251-201	ZNF251-203	671	96	575	14.3070044709	59	708	8.33333333333	12	42
BCL11A	BCL11A-213	BCL11A-202	92	30	62	32.6086956522	0	122	0.0	6	0
BCL11A	BCL11A-213	BCL11A-203	41	33	8	80.487804878	0	74	0.0	9	-14
BCL11A	BCL11A-213	BCL11A-204	625	33	592	5.28	0	658	0.0	15	15
BCL11A	BCL11A-213	BCL11A-205	707	14	693	1.9801980198	0	721	0.0	28	-6
BCL11A	BCL11A-213	BCL11A-208	835	18	817	2.15568862275	18	835	2.15568862275	16	-9
BCL11A	BCL11A-213	BCL11A-209	19	17	2	89.4736842105	0	35	0.0	17	16
BCL11A	BCL11A-213	BCL11A-209	625	33	592	5.28	0	658	0.0	15	15
BCL11A	BCL11A-213	BCL11A-212	707	57	650	8.06223479491	0	764	0.0	8	-7
BCL11A	BCL11A-213	BCL11A-214	625	33	592	5.28	0	658	0.0	15	15
BCL11A	BCL11A-213	BCL11A-216	707	2	705	0.2828854314	0	709	0.0	100	-5
BCL11A	BCL11A-213	BCL11A-217	19	14	5	73.6842105263	0	32	0.0	14	4
BCL11A	BCL11A-213	BCL11A-217	625	33	592	5.28	0	658	0.0	15	15
BCL11A	BCL11A-213	BCL11A-218	19	14	5	73.6842105263	0	32	0.0	14	4
BCL11A	BCL11A-213	BCL11A-219	707	2	705	0.2828854314	0	709	0.0	100	-8
BCL11A	BCL11A-213	BCL11A-226	707	1	706	0.1414427157	0	708	0.0	100	-13
ZNF254	ZNF254-202	ZNF254-201	575	7	568	1.21739130435	0	582	0.0	42	-2
ZNF257	ZNF257-203	ZNF257-202	488	61	427	12.5	0	549	0.0	6	-17
ZNF257	ZNF257-203	ZNF257-207	488	7	481	1.43442622951	0	495	0.0	28	1
ZNF257	ZNF257-203	ZNF257-208	488	26	462	5.32786885246	0	514	0.0	11	-24
GRHL3	GRHL3-204	GRHL3-201	6	11	-5	183.333333333	0	17	0.0	33	-11
GRHL3	GRHL3-204	GRHL3-202	37	61	-24	164.864864865	0	98	0.0	10	-8
BLZF1	BLZF1-201	BLZF1-202	244	18	226	7.37704918033	0	262	0.0	22	-3
ZNF419	ZNF419-202	ZNF419-208	411	43	368	10.4622871046	0	454	0.0	18	12
ZNF419	ZNF419-202	ZNF419-210	411	43	368	10.4622871046	0	454	0.0	18	12
ZNF419	ZNF419-202	ZNF419-214	411	21	390	5.10948905109	0	432	0.0	19	-3
ZNF419	ZNF419-202	ZNF419-215	411	60	351	14.598540146	0	471	0.0	8	4
ZNF419	ZNF419-202	ZNF419-217	411	47	364	11.4355231144	0	458	0.0	10	19
ZNF418	ZNF418-201	ZNF418-202	2	23	-21	1150.0	0	25	0.0	100	2
ZNF418	ZNF418-201	ZNF418-204	16	22	-6	137.5	0	38	0.0	6	-11
ZNF418	ZNF418-201	ZNF418-210	608	60	548	9.86842105263	0	668	0.0	5	-22
ZNF417	ZNF417-201	ZNF417-202	575	3	572	0.521739130435	3	575	0.521739130435	33	-19
ZNF415	ZNF415-201	ZNF415-203	5	5	0	100.0	0	10	0.0	20	0
ZNF415	ZNF415-201	ZNF415-207	510	64	446	12.5490196078	0	574	0.0	6	-6
ZNF415	ZNF415-201	ZNF415-209	5	5	0	100.0	0	10	0.0	20	0
ZNF415	ZNF415-201	ZNF415-209	510	28	482	5.49019607843	0	538	0.0	14	8
ZNF415	ZNF415-201	ZNF415-213	510	28	482	5.49019607843	0	538	0.0	14	8
ZNF415	ZNF415-201	ZNF415-218	5	5	0	100.0	0	10	0.0	20	0
ZNF415	ZNF415-201	ZNF415-218	510	64	446	12.5490196078	0	574	0.0	6	-6
ZNF415	ZNF415-201	ZNF415-221	510	30	480	5.88235294118	0	540	0.0	6	-8
ZNF415	ZNF415-201	ZNF415-223	555	106	449	19.0990990991	8	653	1.22511485452	9	41
ZNF414	ZNF414-202	ZNF414-201	82	4	78	4.87804878049	0	86	0.0	25	-11
ZNF414	ZNF414-202	ZNF414-203	390	103	287	26.4102564103	83	410	20.243902439	23	110
ZNF414	ZNF414-202	ZNF414-204	390	89	301	22.8205128205	89	390	22.8205128205	20	90
ZNF414	ZNF414-202	ZNF414-206	390	103	287	26.4102564103	102	391	26.0869565217	24	137
MECP2	MECP2-201	MECP2-203	9	21	-12	233.333333333	0	30	0.0	11	-9
MECP2	MECP2-201	MECP2-203	342	28	314	8.18713450292	28	342	8.18713450292	14	24
MECP2	MECP2-201	MECP2-205	9	21	-12	233.333333333	0	30	0.0	11	-9
MECP2	MECP2-201	MECP2-212	325	11	314	3.38461538462	11	325	3.38461538462	36	5
MECP2	MECP2-201	MECP2-213	196	38	158	19.387755102	38	196	19.387755102	18	30
MECP2	MECP2-201	MECP2-217	342	28	314	8.18713450292	28	342	8.18713450292	14	24
MECP2	MECP2-201	MECP2-224	486	1	485	0.205761316872	1	486	0.205761316872	100	-15
MECP2	MECP2-201	MECP2-226	231	16	215	6.92640692641	16	231	6.92640692641	37	26
ZNF410	ZNF410-211	ZNF410-205	12	33	-21	275.0	0	45	0.0	8	-26
ZNF410	ZNF410-211	ZNF410-216	12	1	11	8.33333333333	0	13	0.0	0	-19
ZNF410	ZNF410-211	ZNF410-219	285	27	258	9.47368421053	0	312	0.0	11	0
ZNF410	ZNF410-211	ZNF410-220	478	37	441	7.74058577406	37	478	7.74058577406	10	-2
ZNF410	ZNF410-211	ZNF410-225	253	57	196	22.5296442688	50	260	19.2307692308	12	4
ZNF410	ZNF410-211	ZNF410-225	12	42	-30	350.0	0	54	0.0	16	-4
RFXANK	RFXANK-201	RFXANK-206	50	29	21	58.0	14	65	21.5384615385	6	-19
RFXANK	RFXANK-201	RFXANK-207	260	41	219	15.7692307692	27	274	9.85401459854	24	41
RFXANK	RFXANK-201	RFXANK-213	240	27	213	11.25	27	240	11.25	33	43
TFAM	TFAM-204	TFAM-203	246	42	204	17.0731707317	42	246	17.0731707317	11	18
MLXIPL	MLXIPL-201	MLXIPL-206	39	2	37	5.12820512821	0	41	0.0	100	-11
